Ngày,Đài,G.8
07/06/2014,Long An,79
08/06/2014,Kiên Giang,78
08/06/2014,Tiền Giang,69
08/06/2014,Đà Lạt,32
09/06/2014,Cà Mau,10
09/06/2014,Hồ Chí Minh,02
09/06/2014,Đồng Tháp,74
10/06/2014,Bạc Liêu,79
10/06/2014,Bến Tre,82
10/06/2014,Vũng Tàu,66
11/06/2014,Cần Thơ,22
11/06/2014,Sóc Trăng,99
11/06/2014,Đồng Nai,43
12/06/2014,An Giang,51
12/06/2014,Bình Thuận,51
12/06/2014,Tây Ninh,75
13/06/2014,Bình Dương,02
13/06/2014,Trà Vinh,44
13/06/2014,Vĩnh Long,57
14/06/2014,Bình Phước,81
14/06/2014,Hậu Giang,83
14/06/2014,Hồ Chí Minh,57
14/06/2014,Long An,04
15/06/2014,Kiên Giang,39
15/06/2014,Tiền Giang,62
15/06/2014,Đà Lạt,15
16/06/2014,Cà Mau,31
16/06/2014,Hồ Chí Minh,77
16/06/2014,Đồng Tháp,04
17/06/2014,Bạc Liêu,20
17/06/2014,Bến Tre,76
17/06/2014,Vũng Tàu,03
18/06/2014,Cần Thơ,71
18/06/2014,Sóc Trăng,01
18/06/2014,Đồng Nai,92
19/06/2014,An Giang,77
19/06/2014,Bình Thuận,74
19/06/2014,Tây Ninh,25
20/06/2014,Bình Dương,43
20/06/2014,Trà Vinh,63
20/06/2014,Vĩnh Long,92
21/06/2014,Bình Phước,09
21/06/2014,Hậu Giang,98
21/06/2014,Hồ Chí Minh,10
21/06/2014,Long An,09
22/06/2014,Kiên Giang,54
22/06/2014,Tiền Giang,52
22/06/2014,Đà Lạt,99
23/06/2014,Cà Mau,57
23/06/2014,Hồ Chí Minh,33
23/06/2014,Đồng Tháp,15
24/06/2014,Bạc Liêu,65
24/06/2014,Bến Tre,93
24/06/2014,Vũng Tàu,13
25/06/2014,Cần Thơ,74
25/06/2014,Sóc Trăng,24
25/06/2014,Đồng Nai,72
26/06/2014,An Giang,64
26/06/2014,Bình Thuận,44
26/06/2014,Tây Ninh,68
27/06/2014,Bình Dương,45
27/06/2014,Trà Vinh,32
27/06/2014,Vĩnh Long,28
28/06/2014,Bình Phước,77
28/06/2014,Hậu Giang,48
28/06/2014,Hồ Chí Minh,45
28/06/2014,Long An,23
29/06/2014,Kiên Giang,60
29/06/2014,Tiền Giang,33
29/06/2014,Đà Lạt,15
30/06/2014,Cà Mau,25
30/06/2014,Hồ Chí Minh,14
30/06/2014,Đồng Tháp,67
01/07/2014,Bạc Liêu,11
01/07/2014,Bến Tre,40
01/07/2014,Vũng Tàu,10
02/07/2014,Cần Thơ,31
02/07/2014,Sóc Trăng,37
02/07/2014,Đồng Nai,29
03/07/2014,An Giang,73
03/07/2014,Bình Thuận,97
03/07/2014,Tây Ninh,95
04/07/2014,Bình Dương,69
04/07/2014,Trà Vinh,68
04/07/2014,Vĩnh Long,75
05/07/2014,Bình Phước,59
05/07/2014,Hậu Giang,44
05/07/2014,Hồ Chí Minh,57
05/07/2014,Long An,87
06/07/2014,Kiên Giang,53
06/07/2014,Tiền Giang,33
06/07/2014,Đà Lạt,18
07/07/2014,Cà Mau,84
07/07/2014,Hồ Chí Minh,56
07/07/2014,Đồng Tháp,94
08/07/2014,Bạc Liêu,42
08/07/2014,Bến Tre,58
08/07/2014,Vũng Tàu,99
09/07/2014,Cần Thơ,70
09/07/2014,Sóc Trăng,28
09/07/2014,Đồng Nai,05
10/07/2014,An Giang,97
10/07/2014,Bình Thuận,64
10/07/2014,Tây Ninh,14
11/07/2014,Bình Dương,68
11/07/2014,Trà Vinh,41
11/07/2014,Vĩnh Long,39
12/07/2014,Bình Phước,49
12/07/2014,Hậu Giang,23
12/07/2014,Hồ Chí Minh,20
12/07/2014,Long An,59
13/07/2014,Kiên Giang,25
13/07/2014,Tiền Giang,48
13/07/2014,Đà Lạt,77
14/07/2014,Cà Mau,61
14/07/2014,Hồ Chí Minh,05
14/07/2014,Đồng Tháp,13
15/07/2014,Bạc Liêu,72
15/07/2014,Bến Tre,57
15/07/2014,Vũng Tàu,06
16/07/2014,Cần Thơ,55
16/07/2014,Sóc Trăng,96
16/07/2014,Đồng Nai,59
17/07/2014,An Giang,83
17/07/2014,Bình Thuận,24
17/07/2014,Tây Ninh,68
18/07/2014,Bình Dương,73
18/07/2014,Trà Vinh,66
18/07/2014,Vĩnh Long,12
19/07/2014,Bình Phước,82
19/07/2014,Hậu Giang,78
19/07/2014,Hồ Chí Minh,31
19/07/2014,Long An,72
20/07/2014,Kiên Giang,54
20/07/2014,Tiền Giang,86
20/07/2014,Đà Lạt,75
21/07/2014,Cà Mau,83
21/07/2014,Hồ Chí Minh,16
21/07/2014,Đồng Tháp,53
22/07/2014,Bạc Liêu,20
22/07/2014,Bến Tre,33
22/07/2014,Vũng Tàu,55
23/07/2014,Cần Thơ,52
23/07/2014,Sóc Trăng,65
23/07/2014,Đồng Nai,77
24/07/2014,An Giang,56
24/07/2014,Bình Thuận,24
24/07/2014,Tây Ninh,41
25/07/2014,Bình Dương,30
25/07/2014,Trà Vinh,41
25/07/2014,Vĩnh Long,55
26/07/2014,Bình Phước,30
26/07/2014,Hậu Giang,79
26/07/2014,Hồ Chí Minh,19
26/07/2014,Long An,83
27/07/2014,Kiên Giang,73
27/07/2014,Tiền Giang,24
27/07/2014,Đà Lạt,66
28/07/2014,Cà Mau,98
28/07/2014,Hồ Chí Minh,46
28/07/2014,Đồng Tháp,22
29/07/2014,Bạc Liêu,55
29/07/2014,Bến Tre,13
29/07/2014,Vũng Tàu,39
30/07/2014,Cần Thơ,93
30/07/2014,Sóc Trăng,45
30/07/2014,Đồng Nai,59
31/07/2014,An Giang,65
31/07/2014,Bình Thuận,05
31/07/2014,Tây Ninh,25
01/08/2014,Bình Dương,66
01/08/2014,Trà Vinh,97
01/08/2014,Vĩnh Long,23
02/08/2014,Bình Phước,74
02/08/2014,Hậu Giang,92
02/08/2014,Hồ Chí Minh,57
02/08/2014,Long An,06
03/08/2014,Kiên Giang,71
03/08/2014,Tiền Giang,95
03/08/2014,Đà Lạt,29
04/08/2014,Cà Mau,95
04/08/2014,Hồ Chí Minh,70
04/08/2014,Đồng Tháp,92
05/08/2014,Bạc Liêu,12
05/08/2014,Bến Tre,57
05/08/2014,Vũng Tàu,21
06/08/2014,Cần Thơ,89
06/08/2014,Sóc Trăng,55
06/08/2014,Đồng Nai,13
07/08/2014,An Giang,98
07/08/2014,Bình Thuận,82
07/08/2014,Tây Ninh,90
08/08/2014,Bình Dương,83
08/08/2014,Trà Vinh,06
08/08/2014,Vĩnh Long,12
09/08/2014,Bình Phước,60
09/08/2014,Hậu Giang,99
09/08/2014,Hồ Chí Minh,31
09/08/2014,Long An,74
10/08/2014,Kiên Giang,69
10/08/2014,Tiền Giang,81
10/08/2014,Đà Lạt,64
11/08/2014,Cà Mau,58
11/08/2014,Hồ Chí Minh,15
11/08/2014,Đồng Tháp,19
12/08/2014,Bạc Liêu,90
12/08/2014,Bến Tre,64
12/08/2014,Vũng Tàu,36
13/08/2014,Cần Thơ,54
13/08/2014,Sóc Trăng,28
13/08/2014,Đồng Nai,67
14/08/2014,An Giang,88
14/08/2014,Bình Thuận,67
14/08/2014,Tây Ninh,32
15/08/2014,Bình Dương,77
15/08/2014,Trà Vinh,73
15/08/2014,Vĩnh Long,40
16/08/2014,Bình Phước,78
16/08/2014,Hậu Giang,87
16/08/2014,Hồ Chí Minh,59
16/08/2014,Long An,59
17/08/2014,Kiên Giang,04
17/08/2014,Tiền Giang,15
17/08/2014,Đà Lạt,32
18/08/2014,Cà Mau,07
18/08/2014,Hồ Chí Minh,08
18/08/2014,Đồng Tháp,74
19/08/2014,Bạc Liêu,83
19/08/2014,Bến Tre,09
19/08/2014,Vũng Tàu,21
20/08/2014,Cần Thơ,03
20/08/2014,Sóc Trăng,13
20/08/2014,Đồng Nai,71
21/08/2014,An Giang,97
21/08/2014,Bình Thuận,36
21/08/2014,Tây Ninh,51
22/08/2014,Bình Dương,78
22/08/2014,Trà Vinh,17
22/08/2014,Vĩnh Long,99
23/08/2014,Bình Phước,03
23/08/2014,Hậu Giang,01
23/08/2014,Hồ Chí Minh,54
23/08/2014,Long An,57
24/08/2014,Kiên Giang,15
24/08/2014,Tiền Giang,01
24/08/2014,Đà Lạt,89
25/08/2014,Cà Mau,97
25/08/2014,Hồ Chí Minh,59
25/08/2014,Đồng Tháp,92
26/08/2014,Bạc Liêu,04
26/08/2014,Bến Tre,23
26/08/2014,Vũng Tàu,80
27/08/2014,Cần Thơ,45
27/08/2014,Sóc Trăng,50
27/08/2014,Đồng Nai,91
28/08/2014,An Giang,83
28/08/2014,Bình Thuận,34
28/08/2014,Tây Ninh,12
29/08/2014,Bình Dương,05
29/08/2014,Trà Vinh,21
29/08/2014,Vĩnh Long,15
30/08/2014,Bình Phước,95
30/08/2014,Hậu Giang,77
30/08/2014,Hồ Chí Minh,69
30/08/2014,Long An,71
31/08/2014,Kiên Giang,36
31/08/2014,Tiền Giang,18
31/08/2014,Đà Lạt,77
01/09/2014,Cà Mau,58
01/09/2014,Hồ Chí Minh,29
01/09/2014,Đồng Tháp,49
02/09/2014,Bạc Liêu,49
02/09/2014,Bến Tre,80
02/09/2014,Vũng Tàu,98
03/09/2014,Cần Thơ,32
03/09/2014,Sóc Trăng,25
03/09/2014,Đồng Nai,88
04/09/2014,An Giang,16
04/09/2014,Bình Thuận,70
04/09/2014,Tây Ninh,50
05/09/2014,Bình Dương,15
05/09/2014,Trà Vinh,95
05/09/2014,Vĩnh Long,00
06/09/2014,Bình Phước,27
06/09/2014,Hậu Giang,82
06/09/2014,Hồ Chí Minh,53
06/09/2014,Long An,51
07/09/2014,Kiên Giang,71
07/09/2014,Tiền Giang,90
07/09/2014,Đà Lạt,05
08/09/2014,Cà Mau,82
08/09/2014,Hồ Chí Minh,02
08/09/2014,Đồng Tháp,24
09/09/2014,Bạc Liêu,42
09/09/2014,Bến Tre,01
09/09/2014,Vũng Tàu,40
10/09/2014,Cần Thơ,15
10/09/2014,Sóc Trăng,29
10/09/2014,Đồng Nai,71
11/09/2014,An Giang,91
11/09/2014,Bình Thuận,00
11/09/2014,Tây Ninh,36
12/09/2014,Bình Dương,65
12/09/2014,Trà Vinh,29
12/09/2014,Vĩnh Long,49
13/09/2014,Bình Phước,67
13/09/2014,Hậu Giang,55
13/09/2014,Hồ Chí Minh,29
13/09/2014,Long An,27
14/09/2014,Kiên Giang,81
14/09/2014,Tiền Giang,22
14/09/2014,Đà Lạt,23
15/09/2014,Cà Mau,61
15/09/2014,Hồ Chí Minh,73
15/09/2014,Đồng Tháp,10
16/09/2014,Bạc Liêu,32
16/09/2014,Bến Tre,61
16/09/2014,Vũng Tàu,66
17/09/2014,Cần Thơ,86
17/09/2014,Sóc Trăng,28
17/09/2014,Đồng Nai,44
18/09/2014,An Giang,96
18/09/2014,Bình Thuận,91
18/09/2014,Tây Ninh,91
19/09/2014,Bình Dương,57
19/09/2014,Trà Vinh,40
19/09/2014,Vĩnh Long,54
20/09/2014,Bình Phước,93
20/09/2014,Hậu Giang,33
20/09/2014,Hồ Chí Minh,55
20/09/2014,Long An,55
21/09/2014,Kiên Giang,86
21/09/2014,Tiền Giang,38
21/09/2014,Đà Lạt,53
22/09/2014,Cà Mau,91
22/09/2014,Hồ Chí Minh,15
22/09/2014,Đồng Tháp,06
23/09/2014,Bạc Liêu,21
23/09/2014,Bến Tre,74
23/09/2014,Vũng Tàu,30
24/09/2014,Cần Thơ,46
24/09/2014,Sóc Trăng,97
24/09/2014,Đồng Nai,52
25/09/2014,An Giang,60
25/09/2014,Bình Thuận,11
25/09/2014,Tây Ninh,00
26/09/2014,Bình Dương,05
26/09/2014,Trà Vinh,35
26/09/2014,Vĩnh Long,14
27/09/2014,Bình Phước,92
27/09/2014,Hậu Giang,79
27/09/2014,Hồ Chí Minh,23
27/09/2014,Long An,40
28/09/2014,Kiên Giang,01
28/09/2014,Tiền Giang,65
28/09/2014,Đà Lạt,37
29/09/2014,Cà Mau,60
29/09/2014,Hồ Chí Minh,83
29/09/2014,Đồng Tháp,75
30/09/2014,Bạc Liêu,19
30/09/2014,Bến Tre,27
30/09/2014,Vũng Tàu,66
01/10/2014,Cần Thơ,90
01/10/2014,Sóc Trăng,75
01/10/2014,Đồng Nai,67
02/10/2014,An Giang,13
02/10/2014,Bình Thuận,24
02/10/2014,Tây Ninh,80
03/10/2014,Bình Dương,30
03/10/2014,Trà Vinh,56
03/10/2014,Vĩnh Long,26
04/10/2014,Bình Phước,82
04/10/2014,Hậu Giang,66
04/10/2014,Hồ Chí Minh,34
04/10/2014,Long An,34
05/10/2014,Kiên Giang,89
05/10/2014,Tiền Giang,49
05/10/2014,Đà Lạt,94
06/10/2014,Cà Mau,98
06/10/2014,Hồ Chí Minh,48
06/10/2014,Đồng Tháp,47
07/10/2014,Bạc Liêu,94
07/10/2014,Bến Tre,32
07/10/2014,Vũng Tàu,05
08/10/2014,Cần Thơ,61
08/10/2014,Sóc Trăng,84
08/10/2014,Đồng Nai,30
09/10/2014,An Giang,96
09/10/2014,Bình Thuận,45
09/10/2014,Tây Ninh,76
10/10/2014,Bình Dương,16
10/10/2014,Trà Vinh,16
10/10/2014,Vĩnh Long,67
11/10/2014,Bình Phước,44
11/10/2014,Hậu Giang,03
11/10/2014,Hồ Chí Minh,63
11/10/2014,Long An,86
12/10/2014,Kiên Giang,47
12/10/2014,Tiền Giang,70
12/10/2014,Đà Lạt,77
13/10/2014,Cà Mau,19
13/10/2014,Hồ Chí Minh,41
13/10/2014,Đồng Tháp,40
14/10/2014,Bạc Liêu,90
14/10/2014,Bến Tre,54
14/10/2014,Vũng Tàu,07
15/10/2014,Cần Thơ,86
15/10/2014,Sóc Trăng,07
15/10/2014,Đồng Nai,36
16/10/2014,An Giang,05
16/10/2014,Bình Thuận,69
16/10/2014,Tây Ninh,34
17/10/2014,Bình Dương,69
17/10/2014,Trà Vinh,57
17/10/2014,Vĩnh Long,53
18/10/2014,Bình Phước,66
18/10/2014,Hậu Giang,97
18/10/2014,Hồ Chí Minh,54
18/10/2014,Long An,61
19/10/2014,Kiên Giang,96
19/10/2014,Tiền Giang,63
19/10/2014,Đà Lạt,19
20/10/2014,Cà Mau,17
20/10/2014,Hồ Chí Minh,94
20/10/2014,Đồng Tháp,49
21/10/2014,Bạc Liêu,70
21/10/2014,Bến Tre,68
21/10/2014,Vũng Tàu,61
22/10/2014,Cần Thơ,82
22/10/2014,Sóc Trăng,07
22/10/2014,Đồng Nai,44
23/10/2014,An Giang,57
23/10/2014,Bình Thuận,97
23/10/2014,Tây Ninh,74
24/10/2014,Bình Dương,08
24/10/2014,Trà Vinh,49
24/10/2014,Vĩnh Long,73
25/10/2014,Bình Phước,05
25/10/2014,Hậu Giang,59
25/10/2014,Hồ Chí Minh,92
25/10/2014,Long An,12
26/10/2014,Kiên Giang,42
26/10/2014,Tiền Giang,51
26/10/2014,Đà Lạt,70
27/10/2014,Cà Mau,88
27/10/2014,Hồ Chí Minh,06
27/10/2014,Đồng Tháp,27
28/10/2014,Bạc Liêu,43
28/10/2014,Bến Tre,12
28/10/2014,Vũng Tàu,37
29/10/2014,Cần Thơ,92
29/10/2014,Sóc Trăng,68
29/10/2014,Đồng Nai,46
30/10/2014,An Giang,94
30/10/2014,Bình Thuận,99
30/10/2014,Tây Ninh,68
31/10/2014,Bình Dương,57
31/10/2014,Trà Vinh,18
31/10/2014,Vĩnh Long,44
01/11/2014,Bình Phước,89
01/11/2014,Hậu Giang,19
01/11/2014,Hồ Chí Minh,75
01/11/2014,Long An,53
02/11/2014,Kiên Giang,50
02/11/2014,Tiền Giang,23
02/11/2014,Đà Lạt,61
03/11/2014,Cà Mau,74
03/11/2014,Hồ Chí Minh,61
03/11/2014,Đồng Tháp,02
04/11/2014,Bạc Liêu,83
04/11/2014,Bến Tre,59
04/11/2014,Vũng Tàu,76
05/11/2014,Cần Thơ,27
05/11/2014,Sóc Trăng,00
05/11/2014,Đồng Nai,33
06/11/2014,An Giang,00
06/11/2014,Bình Thuận,37
06/11/2014,Tây Ninh,55
07/11/2014,Bình Dương,71
07/11/2014,Trà Vinh,17
07/11/2014,Vĩnh Long,01
08/11/2014,Bình Phước,25
08/11/2014,Hậu Giang,32
08/11/2014,Hồ Chí Minh,69
08/11/2014,Long An,28
09/11/2014,Kiên Giang,42
09/11/2014,Tiền Giang,95
09/11/2014,Đà Lạt,65
10/11/2014,Cà Mau,89
10/11/2014,Hồ Chí Minh,85
10/11/2014,Đồng Tháp,99
11/11/2014,Bạc Liêu,06
11/11/2014,Bến Tre,41
11/11/2014,Vũng Tàu,56
12/11/2014,Cần Thơ,56
12/11/2014,Sóc Trăng,55
12/11/2014,Đồng Nai,75
13/11/2014,An Giang,68
13/11/2014,Bình Thuận,85
13/11/2014,Tây Ninh,20
14/11/2014,Bình Dương,49
14/11/2014,Trà Vinh,03
14/11/2014,Vĩnh Long,93
15/11/2014,Bình Phước,24
15/11/2014,Hậu Giang,18
15/11/2014,Hồ Chí Minh,18
15/11/2014,Long An,55
16/11/2014,Kiên Giang,92
16/11/2014,Tiền Giang,41
16/11/2014,Đà Lạt,00
17/11/2014,Cà Mau,51
17/11/2014,Hồ Chí Minh,38
17/11/2014,Đồng Tháp,33
18/11/2014,Bạc Liêu,78
18/11/2014,Bến Tre,09
18/11/2014,Vũng Tàu,91
19/11/2014,Cần Thơ,04
19/11/2014,Sóc Trăng,46
19/11/2014,Đồng Nai,77
20/11/2014,An Giang,41
20/11/2014,Bình Thuận,97
20/11/2014,Tây Ninh,26
21/11/2014,Bình Dương,56
21/11/2014,Trà Vinh,67
21/11/2014,Vĩnh Long,07
22/11/2014,Bình Phước,23
22/11/2014,Hậu Giang,00
22/11/2014,Hồ Chí Minh,57
22/11/2014,Long An,61
23/11/2014,Kiên Giang,43
23/11/2014,Tiền Giang,68
23/11/2014,Đà Lạt,07
24/11/2014,Cà Mau,55
24/11/2014,Hồ Chí Minh,66
24/11/2014,Đồng Tháp,25
25/11/2014,Bạc Liêu,37
25/11/2014,Bến Tre,37
25/11/2014,Vũng Tàu,88
26/11/2014,Cần Thơ,15
26/11/2014,Sóc Trăng,22
26/11/2014,Đồng Nai,06
27/11/2014,An Giang,44
27/11/2014,Bình Thuận,60
27/11/2014,Tây Ninh,51
28/11/2014,Bình Dương,58
28/11/2014,Trà Vinh,82
28/11/2014,Vĩnh Long,84
29/11/2014,Bình Phước,95
29/11/2014,Hậu Giang,36
29/11/2014,Hồ Chí Minh,34
29/11/2014,Long An,54
30/11/2014,Kiên Giang,53
30/11/2014,Tiền Giang,43
30/11/2014,Đà Lạt,90
01/12/2014,Cà Mau,49
01/12/2014,Hồ Chí Minh,03
01/12/2014,Đồng Tháp,60
02/12/2014,Bạc Liêu,41
02/12/2014,Bến Tre,83
02/12/2014,Vũng Tàu,60
03/12/2014,Cần Thơ,10
03/12/2014,Sóc Trăng,15
03/12/2014,Đồng Nai,62
04/12/2014,An Giang,24
04/12/2014,Bình Thuận,45
04/12/2014,Tây Ninh,02
05/12/2014,Bình Dương,18
05/12/2014,Trà Vinh,90
05/12/2014,Vĩnh Long,43
06/12/2014,Bình Phước,47
06/12/2014,Hậu Giang,58
06/12/2014,Hồ Chí Minh,73
06/12/2014,Long An,30
07/12/2014,Kiên Giang,24
07/12/2014,Tiền Giang,82
07/12/2014,Đà Lạt,99
08/12/2014,Cà Mau,35
08/12/2014,Hồ Chí Minh,33
08/12/2014,Đồng Tháp,76
09/12/2014,Bạc Liêu,75
09/12/2014,Bến Tre,26
09/12/2014,Vũng Tàu,50
10/12/2014,Cần Thơ,42
10/12/2014,Sóc Trăng,63
10/12/2014,Đồng Nai,68
11/12/2014,An Giang,81
11/12/2014,Bình Thuận,73
11/12/2014,Tây Ninh,96
12/12/2014,Bình Dương,92
12/12/2014,Trà Vinh,45
12/12/2014,Vĩnh Long,28
13/12/2014,Bình Phước,18
13/12/2014,Hậu Giang,94
13/12/2014,Hồ Chí Minh,39
13/12/2014,Long An,83
14/12/2014,Kiên Giang,85
14/12/2014,Tiền Giang,73
14/12/2014,Đà Lạt,68
15/12/2014,Cà Mau,45
15/12/2014,Hồ Chí Minh,23
15/12/2014,Đồng Tháp,93
16/12/2014,Bạc Liêu,76
16/12/2014,Bến Tre,77
16/12/2014,Vũng Tàu,16
17/12/2014,Cần Thơ,43
17/12/2014,Sóc Trăng,03
17/12/2014,Đồng Nai,24
18/12/2014,An Giang,15
18/12/2014,Bình Thuận,92
18/12/2014,Tây Ninh,94
19/12/2014,Bình Dương,55
19/12/2014,Trà Vinh,51
19/12/2014,Vĩnh Long,24
20/12/2014,Bình Phước,09
20/12/2014,Hậu Giang,60
20/12/2014,Hồ Chí Minh,13
20/12/2014,Long An,83
21/12/2014,Kiên Giang,25
21/12/2014,Tiền Giang,78
21/12/2014,Đà Lạt,95
22/12/2014,Cà Mau,91
22/12/2014,Hồ Chí Minh,38
22/12/2014,Đồng Tháp,50
23/12/2014,Bạc Liêu,73
23/12/2014,Bến Tre,55
23/12/2014,Vũng Tàu,13
24/12/2014,Cần Thơ,19
24/12/2014,Sóc Trăng,09
24/12/2014,Đồng Nai,51
25/12/2014,An Giang,62
25/12/2014,Bình Thuận,48
25/12/2014,Tây Ninh,92
26/12/2014,Bình Dương,18
26/12/2014,Trà Vinh,54
26/12/2014,Vĩnh Long,89
27/12/2014,Bình Phước,52
27/12/2014,Hậu Giang,59
27/12/2014,Hồ Chí Minh,60
27/12/2014,Long An,10
28/12/2014,Kiên Giang,66
28/12/2014,Tiền Giang,72
28/12/2014,Đà Lạt,12
29/12/2014,Cà Mau,06
29/12/2014,Hồ Chí Minh,75
29/12/2014,Đồng Tháp,60
30/12/2014,Bạc Liêu,17
30/12/2014,Bến Tre,37
30/12/2014,Vũng Tàu,06
31/12/2014,Cần Thơ,74
31/12/2014,Sóc Trăng,63
31/12/2014,Đồng Nai,79
01/01/2015,An Giang,10
01/01/2015,Bình Thuận,99
01/01/2015,Tây Ninh,00
02/01/2015,Bình Dương,04
02/01/2015,Trà Vinh,75
02/01/2015,Vĩnh Long,54
03/01/2015,Bình Phước,44
03/01/2015,Hậu Giang,27
03/01/2015,Hồ Chí Minh,60
03/01/2015,Long An,60
04/01/2015,Kiên Giang,43
04/01/2015,Tiền Giang,82
04/01/2015,Đà Lạt,41
05/01/2015,Cà Mau,74
05/01/2015,Hồ Chí Minh,60
05/01/2015,Đồng Tháp,86
06/01/2015,Bạc Liêu,93
06/01/2015,Bến Tre,19
06/01/2015,Vũng Tàu,37
07/01/2015,Cần Thơ,47
07/01/2015,Sóc Trăng,70
07/01/2015,Đồng Nai,84
08/01/2015,An Giang,39
08/01/2015,Bình Thuận,41
08/01/2015,Tây Ninh,61
09/01/2015,Bình Dương,33
09/01/2015,Trà Vinh,91
09/01/2015,Vĩnh Long,90
10/01/2015,Bình Phước,56
10/01/2015,Hậu Giang,67
10/01/2015,Hồ Chí Minh,59
10/01/2015,Long An,43
11/01/2015,Kiên Giang,11
11/01/2015,Tiền Giang,58
11/01/2015,Đà Lạt,56
12/01/2015,Cà Mau,16
12/01/2015,Hồ Chí Minh,17
12/01/2015,Đồng Tháp,22
13/01/2015,Bạc Liêu,12
13/01/2015,Bến Tre,33
13/01/2015,Vũng Tàu,48
14/01/2015,Cần Thơ,04
14/01/2015,Sóc Trăng,76
14/01/2015,Đồng Nai,94
15/01/2015,An Giang,35
15/01/2015,Bình Thuận,06
15/01/2015,Tây Ninh,52
16/01/2015,Bình Dương,90
16/01/2015,Trà Vinh,34
16/01/2015,Vĩnh Long,67
17/01/2015,Bình Phước,35
17/01/2015,Hậu Giang,66
17/01/2015,Hồ Chí Minh,88
17/01/2015,Long An,87
18/01/2015,Kiên Giang,00
18/01/2015,Tiền Giang,66
18/01/2015,Đà Lạt,44
19/01/2015,Cà Mau,72
19/01/2015,Hồ Chí Minh,67
19/01/2015,Đồng Tháp,69
20/01/2015,Bạc Liêu,90
20/01/2015,Bến Tre,42
20/01/2015,Vũng Tàu,89
21/01/2015,Cần Thơ,06
21/01/2015,Sóc Trăng,25
21/01/2015,Đồng Nai,23
22/01/2015,An Giang,97
22/01/2015,Bình Thuận,69
22/01/2015,Tây Ninh,01
23/01/2015,Bình Dương,01
23/01/2015,Trà Vinh,96
23/01/2015,Vĩnh Long,01
24/01/2015,Bình Phước,37
24/01/2015,Hậu Giang,33
24/01/2015,Hồ Chí Minh,65
24/01/2015,Long An,75
25/01/2015,Kiên Giang,44
25/01/2015,Tiền Giang,72
25/01/2015,Đà Lạt,17
26/01/2015,Cà Mau,55
26/01/2015,Hồ Chí Minh,51
26/01/2015,Đồng Tháp,63
27/01/2015,Bạc Liêu,72
27/01/2015,Bến Tre,37
27/01/2015,Vũng Tàu,87
28/01/2015,Cần Thơ,74
28/01/2015,Sóc Trăng,66
28/01/2015,Đồng Nai,76
29/01/2015,An Giang,97
29/01/2015,Bình Thuận,63
29/01/2015,Tây Ninh,11
30/01/2015,Bình Dương,80
30/01/2015,Trà Vinh,37
30/01/2015,Vĩnh Long,00
31/01/2015,Bình Phước,89
31/01/2015,Hậu Giang,10
31/01/2015,Hồ Chí Minh,33
31/01/2015,Long An,96
01/02/2015,Kiên Giang,96
01/02/2015,Tiền Giang,78
01/02/2015,Đà Lạt,92
02/02/2015,Cà Mau,43
02/02/2015,Hồ Chí Minh,25
02/02/2015,Đồng Tháp,16
03/02/2015,Bạc Liêu,57
03/02/2015,Bến Tre,81
03/02/2015,Vũng Tàu,73
04/02/2015,Cần Thơ,43
04/02/2015,Sóc Trăng,68
04/02/2015,Đồng Nai,42
05/02/2015,An Giang,34
05/02/2015,Bình Thuận,46
05/02/2015,Tây Ninh,89
06/02/2015,Bình Dương,23
06/02/2015,Trà Vinh,62
06/02/2015,Vĩnh Long,95
07/02/2015,Bình Phước,22
07/02/2015,Hậu Giang,63
07/02/2015,Hồ Chí Minh,43
07/02/2015,Long An,62
08/02/2015,Kiên Giang,52
08/02/2015,Tiền Giang,72
08/02/2015,Đà Lạt,09
09/02/2015,Cà Mau,06
09/02/2015,Hồ Chí Minh,75
09/02/2015,Đồng Tháp,75
10/02/2015,Bạc Liêu,99
10/02/2015,Bến Tre,42
10/02/2015,Vũng Tàu,62
11/02/2015,Cần Thơ,19
11/02/2015,Sóc Trăng,57
11/02/2015,Đồng Nai,26
12/02/2015,An Giang,44
12/02/2015,Bình Thuận,24
12/02/2015,Tây Ninh,87
13/02/2015,Bình Dương,74
13/02/2015,Trà Vinh,39
13/02/2015,Vĩnh Long,99
14/02/2015,Bình Phước,67
14/02/2015,Hậu Giang,06
14/02/2015,Hồ Chí Minh,07
14/02/2015,Long An,33
15/02/2015,Kiên Giang,40
15/02/2015,Tiền Giang,56
15/02/2015,Đà Lạt,01
16/02/2015,Cà Mau,84
16/02/2015,Hồ Chí Minh,39
16/02/2015,Đồng Tháp,35
17/02/2015,Bạc Liêu,50
17/02/2015,Bến Tre,64
17/02/2015,Vũng Tàu,39
18/02/2015,Cần Thơ,36
18/02/2015,Sóc Trăng,59
18/02/2015,Đồng Nai,53
19/02/2015,An Giang,32
19/02/2015,Bình Thuận,47
19/02/2015,Tây Ninh,86
20/02/2015,Bình Dương,04
20/02/2015,Trà Vinh,15
20/02/2015,Vĩnh Long,51
21/02/2015,Bình Phước,38
21/02/2015,Hậu Giang,80
21/02/2015,Hồ Chí Minh,25
21/02/2015,Long An,59
22/02/2015,Kiên Giang,00
22/02/2015,Tiền Giang,65
22/02/2015,Đà Lạt,22
23/02/2015,Cà Mau,13
23/02/2015,Hồ Chí Minh,84
23/02/2015,Đồng Tháp,34
24/02/2015,Bạc Liêu,89
